title,company_name,description,skills_requirements,location,stipend,category,application_deadline,is_remote
Data Analyst Intern,Ola,"Get exposure to industry-standard tools, cloud platforms and modern engineering practices.","Data Analysis, Excel, Marketing Basics, Power BI, Problem Solving, TensorFlow",Gurgaon,22120-36355,Business / Analytics,2026-05-15,False
Finance Intern,Uber,"Join a fast-paced team, ship features to production and get close guidance from experienced engineers.","C++, Networking, Problem Solving, Python, React",Bangalore,,Cybersecurity,2026-04-12,False
Full Stack Developer Intern,Wipro,High-performing interns may be considered for full-time offers or extended internships.,"GCP, Pandas, Python",Hyderabad,12772-19978,Data Science,2026-05-01,False
NLP Intern,Google,"Join a fast-paced team, ship features to production and get close guidance from experienced engineers.","Communication Skills, Creativity, Data Analysis, Kubernetes, Linux, Marketing Basics, Statistics",Remote,9662-28172,Marketing / Growth,2026-02-08,True
UI/UX Design Intern,Paytm,"Work in a student-friendly environment that values learning, feedback and long-term growth.","Figma, Linux, Marketing Basics, Networking, Problem Solving, PyTorch, Python",Jaipur,,Cybersecurity,2026-05-17,False
DevOps Intern,Microsoft,Design and develop user-facing features while collaborating closely with design and product.,"Cybersecurity, Excel, Linux, Networking, Problem Solving, Product Sense",Remote,,Cybersecurity,2026-04-26,True
Cybersecurity Intern,Swiggy,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","Communication Skills, Creativity, Data Analysis, Product Sense",Noida,16587-28821,Product,2026-07-13,False
Marketing Intern,Ola,Design and develop user-facing features while collaborating closely with design and product.,"AWS, Deep Learning, Docker, Kubernetes",Chennai,8830-27720,Cloud / DevOps,2026-07-13,False
AI Research Intern,PhonePe,Design and develop user-facing features while collaborating closely with design and product.,"Communication Skills, HTML/CSS, UI/UX Design",Noida,24472-50687,UI/UX Design,2026-02-21,False
Frontend Developer Intern,Reliance,High-performing interns may be considered for full-time offers or extended internships.,"Data Analysis, Finance Basics, Machine Learning, Marketing Basics, Power BI, PyTorch, TensorFlow",Bangalore,18064-31350,Machine Learning,2026-07-07,False
Data Science Intern,Zomato,Work on real-time projects used by thousands of users while learning from senior mentors.,"C++, Docker, Git/GitHub",Pune,10924-22531,Software Development,2026-07-17,False
Backend Developer Intern,Meesho,High-performing interns may be considered for full-time offers or extended internships.,"Azure, Machine Learning, Pandas, Statistics, Teamwork",Noida,9107-36945,Data Science,2026-01-19,False
QA / Test Automation Intern,Uber,Design and develop user-facing features while collaborating closely with design and product.,"Communication Skills, Cybersecurity, Figma, Kubernetes, Linux, Networking, Problem Solving, Python",Pune,11437-26251,Cybersecurity,2026-07-24,False
Frontend Developer Intern,Salesforce,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","Communication Skills, Deep Learning, Excel, Power BI, Python, REST APIs, SQL, Tableau",Remote,,Business / Analytics,2025-12-24,True
Product Management Intern,Amazon,Work on real-time projects used by thousands of users while learning from senior mentors.,"Data Analysis, JavaScript, Marketing Basics, React, TensorFlow",Hyderabad,23133-33940,Marketing / Growth,2026-05-14,False
Cloud Engineering Intern,IBM,"Work in a student-friendly environment that values learning, feedback and long-term growth.","Communication Skills, Creativity, Figma, JavaScript, NumPy, UI/UX Design",Chennai,16642-22616,UI/UX Design,2026-02-20,False
Data Analyst Intern,Microsoft,"Work in a student-friendly environment that values learning, feedback and long-term growth.","AWS, Data Analysis, GCP, Linux, Problem Solving",Remote,24020-34882,Cloud / DevOps,2026-03-07,True
Growth Intern,Salesforce,"Get exposure to industry-standard tools, cloud platforms and modern engineering practices.","C, Communication Skills, Creativity, Figma, UI/UX Design",Ahmedabad,17674-23085,UI/UX Design,2026-07-23,False
Full Stack Developer Intern,Flipkart,"Work in a student-friendly environment that values learning, feedback and long-term growth.","Communication Skills, Data Analysis, Machine Learning, PyTorch, Python, TensorFlow",Ahmedabad,,Artificial Intelligence,2026-01-16,False
Data Analyst Intern,PhonePe,"Contribute to live ML pipelines, run experiments and present your findings to the product team.","Creativity, Cybersecurity, Data Analysis, Leadership, Marketing Basics, Tableau",Kolkata,,Marketing / Growth,2026-06-15,False
Finance Intern,Intel,Design and develop user-facing features while collaborating closely with design and product.,"Cybersecurity, Git/GitHub, Linux, Networking, Python",Delhi,,Cybersecurity,2026-06-26,False
Cloud Engineering Intern,Google,"Contribute to live ML pipelines, run experiments and present your findings to the product team.","HTML/CSS, Linux, Pandas, Problem Solving, REST APIs",Chennai,6616-34911,Software Development,2026-01-17,False
QA / Test Automation Intern,Adobe,"Improve your fundamentals with code reviews, pair programming and weekly learning sessions.","Deep Learning, Linux, PyTorch, Teamwork",Mumbai,24072-47493,Machine Learning,2026-02-02,False
UI/UX Design Intern,Freshworks,"Get exposure to industry-standard tools, cloud platforms and modern engineering practices.","Data Analysis, Deep Learning, Finance Basics, Machine Learning, Power BI, PyTorch, Python",Chennai,15215-29751,Artificial Intelligence,2026-02-18,False
Frontend Developer Intern,Microsoft,High-performing interns may be considered for full-time offers or extended internships.,"C++, Data Analysis, Deep Learning, Excel, GCP",Delhi,,Artificial Intelligence,2026-06-15,False
Backend Developer Intern,Swiggy,"Contribute to live ML pipelines, run experiments and present your findings to the product team.","Communication Skills, Creativity, Deep Learning, Git/GitHub, REST APIs, UI/UX Design",Hyderabad,9156-20010,UI/UX Design,2026-07-12,False
Machine Learning Intern,NVIDIA,"Work in a student-friendly environment that values learning, feedback and long-term growth.","Creativity, Data Analysis, Leadership, NLP, Networking, Product Sense",Jaipur,18553-40209,Product,2026-02-24,False
Marketing Intern,Reliance,"Join a fast-paced team, ship features to production and get close guidance from experienced engineers.","Data Analysis, GCP, Machine Learning, NLP, Python",Ahmedabad,23065-29089,Machine Learning,2026-07-21,False
AI Research Intern,Intel,"Improve your fundamentals with code reviews, pair programming and weekly learning sessions.","Azure, Communication Skills, Docker, Excel, NLP, SQL",Chennai,8577-23805,Business / Analytics,2026-04-25,False
Frontend Developer Intern,IBM,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","AWS, Cloud Computing, Finance Basics, GCP",Remote,24970-43039,Cloud / DevOps,2026-05-24,True
Software Engineering Intern,TCS,"Work in a student-friendly environment that values learning, feedback and long-term growth.","AWS, Cloud Computing, Docker, Kubernetes, Linux, Machine Learning",Jaipur,9560-33796,Cloud / DevOps,2026-05-16,False
Data Analyst Intern,Byjus,"Get exposure to industry-standard tools, cloud platforms and modern engineering practices.","Creativity, Tableau, UI/UX Design",Hyderabad,11560-21138,UI/UX Design,2026-04-30,False
Marketing Intern,Swiggy,"Get exposure to industry-standard tools, cloud platforms and modern engineering practices.","Figma, Problem Solving, Python, REST APIs, React, TensorFlow",Bangalore,15709-31409,Software Development,2026-02-22,False
Marketing Intern,Microsoft,High-performing interns may be considered for full-time offers or extended internships.,"Data Analysis, Deep Learning, GCP, NLP, Teamwork",Pune,22259-36919,Product,2026-04-14,False
Backend Developer Intern,Google,High-performing interns may be considered for full-time offers or extended internships.,"Communication Skills, Creativity, Figma, PyTorch, UI/UX Design",Hyderabad,,UI/UX Design,2026-02-01,False
Software Engineering Intern,PhonePe,High-performing interns may be considered for full-time offers or extended internships.,"Creativity, Machine Learning, Python",Hyderabad,23837-37167,Machine Learning,2026-05-29,False
Data Analyst Intern,Infosys,Design and develop user-facing features while collaborating closely with design and product.,"Communication Skills, Creativity, Figma, Java",Hyderabad,5886-31253,UI/UX Design,2025-12-10,False
Full Stack Developer Intern,Meesho,Work on real-time projects used by thousands of users while learning from senior mentors.,"Cybersecurity, Linux, Networking, React",Mumbai,,Cybersecurity,2026-01-11,False
NLP Intern,IBM,Work on real-time projects used by thousands of users while learning from senior mentors.,"Communication Skills, Creativity, Data Analysis, Marketing Basics, NLP, NumPy, REST APIs",Noida,10254-25190,Marketing / Growth,2026-04-11,False
Marketing Intern,IBM,"Solve practical business problems with data and models, and build a strong portfolio of projects.","JavaScript, Kubernetes, NLP, PyTorch, Python, UI/UX Design",Pune,23270-43445,Artificial Intelligence,2026-01-02,False
Cloud Engineering Intern,Google,"Join a fast-paced team, ship features to production and get close guidance from experienced engineers.","Creativity, Excel, Marketing Basics, Problem Solving, Product Sense",Delhi,13860-19055,Product,2026-01-28,False
Cybersecurity Intern,Flipkart,"Improve your fundamentals with code reviews, pair programming and weekly learning sessions.","Data Analysis, Deep Learning, GCP, Python",Bangalore,7677-21287,Machine Learning,2026-01-17,False
Business Analyst Intern,Paytm,"Solve practical business problems with data and models, and build a strong portfolio of projects.","Communication Skills, GCP, SQL",Hyderabad,24634-53354,Business / Analytics,2026-03-05,False
NLP Intern,Intel,"Work in a student-friendly environment that values learning, feedback and long-term growth.","AWS, Docker, GCP, Kubernetes, REST APIs, UI/UX Design",Remote,11983-33870,Cloud / DevOps,2026-03-29,True
Backend Developer Intern,Reliance,"Join a fast-paced team, ship features to production and get close guidance from experienced engineers.","Cybersecurity, GCP, JavaScript, Networking, Python, Tableau",Pune,23977-26598,Cybersecurity,2025-12-19,False
Software Engineering Intern,Swiggy,"Improve your fundamentals with code reviews, pair programming and weekly learning sessions.","AWS, Creativity, Git/GitHub, Networking, Problem Solving, Python",Noida,18340-47800,Cybersecurity,2025-12-18,False
Product Management Intern,Google,"Work in a student-friendly environment that values learning, feedback and long-term growth.","Communication Skills, Creativity, Figma, GCP",Delhi,,UI/UX Design,2026-06-26,False
Frontend Developer Intern,Intel,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","Deep Learning, Finance Basics, Kubernetes, Machine Learning, NLP, Problem Solving, PyTorch, Statistics",Delhi,16832-28033,Machine Learning,2026-02-13,False
NLP Intern,Meesho,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","Communication Skills, Data Analysis, Leadership, Pandas, Product Sense",Kolkata,17419-32932,Product,2026-06-08,False
Product Management Intern,Accenture,"Solve practical business problems with data and models, and build a strong portfolio of projects.","Communication Skills, Creativity, Data Analysis, Marketing Basics, Tableau",Mumbai,,Marketing / Growth,2026-07-16,False
Mobile App Developer Intern,Microsoft,"Get exposure to industry-standard tools, cloud platforms and modern engineering practices.","C, Communication Skills, Creativity, Data Analysis, Product Sense, Teamwork",Mumbai,13579-22371,Product,2026-05-29,False
Data Analyst Intern,Wipro,"Join a fast-paced team, ship features to production and get close guidance from experienced engineers.","Communication Skills, Creativity, Data Analysis, Linux, Marketing Basics, Power BI",Pune,18729-22659,Marketing / Growth,2026-06-25,False
